Review_Text,Sentiment_Class
"ബ്രോ ഞാനും 9400പ്രോ ആണ് യൂസ് ചെയ്യുന്നത്..വ്യക്തത ഉള്ള സൗണ്ട് ആണ്. കൃത്യമായ ബാസ്സ്, ട്രിബിൾ ആണ്...ഇതിൽ കറക്റ്റ് ഡോൾബി 5.1 മാത്രമേ സപ്പോർട്ട് ചെയ്യുകയുള്ളൂ...dts, aac 5.1 സപ്പോർട്ട് ചെയ്യില്ല...",Mixed Feelings
സംഭവം ഒക്കെ കൊള്ളാം. But Money ആണ് പ്രശ്നം 😌,Mixed Feelings
Camera Kidu ആണ് colour Boosting ഒക്കെ ഉണ്ട് wideangle അത്ര പോരാ..... Clarity കുറവ് ഉണ്ട്,Mixed Feelings
ഇത് വാങ്ങിയ ഞാൻ കുടുങ്ങി....ഇതിന്റെ ഫ്രണ്ട് and ബാക്കും ക്യാമറ വർക്ക്‌ ആകുന്നില്ല.ബട്ട്‌ നല്ല സ്പീഡ് ആണ്....👍,Mixed Feelings
രണ്ടും കൊള്ളാം.A series ഒരുപാട് features ഉണ്ടാകും... അത് പോലെ പല കളറുകളിൽ ഇറങ്ങുന്നുണ്ട്.... പിന്നെ പ്രതേകം പറയാനുള്ളത് അതിന്റെ Knox security ആണ്..പക്ഷേ m series കൂടുതൽ features and knox security ഉണ്ടാകില്ല.... പക്ഷേ കൂടുതല് mah ഉള്ള battery അത് m series ഫോണുകളിൽ ആണ്,Mixed Feelings
Reverse charging M21 പോലുള്ള ചില ഫോണുകളിൽ ഉണ്ടായിരുന്നെങ്കിലും type c to type C cable ആദ്യമായിട്ടാണ് കാണുന്നത്..ഇത്രയും വിലയുണ്ടായിട്ടും Gorilla glass 3യിൽ ഒതുക്കിയത് 5 എങ്കിലും കൊടുക്കാമായിരുന്നു,Mixed Feelings
mobile speed unden arinju .but battery draining issue undenn പറയുന്നു,Mixed Feelings
after updation speed und ennarinju but battery drain akumnu ennu പറയുന്നു,Mixed Feelings
ചൈന ഫോണുകളുടെ കൂതിക്കടിക്കാൻ ആർക്കെങ്കിലും പറ്റുമെങ്കിൽ അത് സാംസങ്ങ് ആരിക്കും .Exinos procesor മാത്രം ഒന്ന് മാറ്റിയാൽ മതി,Mixed Feelings
ഫോൺ കൊള്ളാം. പക്ഷെ വില ഇത്തിരി കൂടുതലാണോ എന്നൊരു സംശയം. ഈ വിലയിൽ SNAPDRAGON 855+ ചിപ്സറ്റ് ഉള്ള മറ്റു ഫോണുകൾ ലഭ്യമാണ്.,Mixed Feelings
ജയരാജേട്ടാ സാംസങ്ങ് മൊബെെലുകള്‍ മറ്റു മൊബെെലുകളേ അപേക്ഷിച്ച് നെറ്റ്വര്‍ക്ക് വലിക്കുന്ന കാര്യത്തില്‍ ഇച്ചിരി പിറകിലാണെന്ന് തോന്നുന്നു .ഞാന്‍ ഇതേ Mസീരിസിലേ M21 യൂസ് ചെയ്യുമ്പോള്‍ എനിക്ക് മനസിലായതാണ്. ബാക്കിയെല്ലാം നല്ല പെര്‍ഫോമന്‍സാണ്... നെറ്റ്വര്‍ക്ക് വലിക്കാത്തത് വലിയൊരു പോരായ്മയാണ്.. .facebook groupല്‍ ഇതിനെ കുറിച്ച് പറഞ്ഞപ്പോള്‍.. 90% Samsung യൂസര്‍മ്മാര്‍ക്കും ഈ പ്രോബ്ളം ഫീല്‍ ചെയ്യുന്നതായി പറയുന്നു.. റേഡിയേഷന്‍ കുറക്കാന്‍ വെണ്ടിയാണെന്നാണ് പറയുന്നത്,Mixed Feelings
ഈ ഫോൺ 14000 രൂപ ക്ക് കൊടുത്തിരുന്നു എങ്കിൽ ഇത് മറ്റു ചൈന ഫോണുകളെ കേൾ മാർക്കറ്റ് കിട്ടിയേനെ ഇത് ആണ് samsg ന്റെ തോൽവി,Mixed Feelings
90HZ refreshrate. കൂടെ ഉണ്ടായിരുന്നേൽ pwoli ആയേനെ,Mixed Feelings
ഈ വിലക്കു stereo speaker ഉം 90hz റിഫ്രഷ് rate ആയിരുന്നെങ്കിൽ valu for money ആയേനെ.....,Mixed Feelings
5G കൂടെ ഉണ്ടായിരുന്നെങ്കിൽ ✌,Mixed Feelings
Samsung galaxy M51 ഫോൺ നല്ല ഫോൺ ആണ്. പക്ഷേ ഈ ഫോൺ 5G ആണെങ്കിൽ നന്നായിരുന്നു.,Mixed Feelings
"സാംസംഗിനു സ്വാഗതം.!.എനിക്കിഷ്ട്ടപ്പെട്ടത്‌., 👍ബാറ്ററി,ഡിസ്പ്ലേ,പ്രോസസർ,ക്യാമറ,സിം ട്രേ,വില...ഇഷ്ട്ടപെടാത്തത്‌.,👎.ബാക്ക്‌ കെയ്യ്സ്‌ ഇല്ല,റിഫ്രഷിംഗ്‌ റേറ്റ്‌,സ്പീക്കർ,5Gഇല്ലായ്മ,ഫെയ്സ്‌,ടച്ച്‌ അൺലോക്ക്‌....ഈ അഭിപ്രായത്തോട്‌ യോജിക്കുന്നവർ ഉണ്ടോ.?",Mixed Feelings
ഇതിൽ f m radio ഇല്ലാത്തതു ഒരു നിരാശ ഉണ്ട്. പിന്നെ 90ഹെഡ്സ് റീഫ്രഷ്‌ റേറ്റ് കൂടി ഉണ്ടാവാമയിരുന്നു എങ്കിലും എന്റെ അഭിപ്രായത്തിൽ എല്ലാം തികഞ്ഞ ഒരു ഫോൺ ആയേനെ എന്നാലും ok good. ജയരാജ്‌ ഏട്ടാ ഇതിൽ മുമ്പ് ഉള്ള സാംസങ് ഫോണിലേതു പോലെ വീഡിയോ ഷുട്ട് ചെയ്യുമ്പോൾ ഫോക്കസ് ഹണ്ടിങ് ഉണ്ടോ എന്നു കൂടി വിശദമാക്കണേ. പിന്നെ fm radio ലഭിക്കാൻ എന്ത് ചെയ്യാൻ പറ്റും? നിങ്ങളുടെ വീഡിയോ സൂപ്പർ തന്നെ സാർ 👌,Mixed Feelings
5G ആണേൽ പൊളിച്ചെനെ,Mixed Feelings
ഈ ഫോൺ overpriced ആണ്.. Processor മാറ്റിയത് എന്തായാലും കൊള്ളാം.. 7000mAh battery ചാർജ് ചെയ്യാൻ കുറച്ചുകൂടെ കൂടിയ charger കൊടുക്കാമായിരുന്നു.. ബാക്കി എല്ലാം ഒരേ പൊളി..,Mixed Feelings
"പക്ഷെ realme 7pro ഒത്ത എതിരാളി ആണ്.. അതുപോലെ വരാൻ പോകുന്ന realme x7&amp; x7 pro കൂടി, 7000 mah battery കൊണ്ട് മാത്രം പിടിച്ചു നിൽക്കാൻ ആവുമോ.. indisplay ഫിംഗർപ്രിന്റ് ഇല്ലാത്തതു ഡീഗ്രേഡ് ആയി, അത് പോലെ fast ചാർജിങ്ങും ഡീഗ്രേഡ്, glass back ഇല്ല,",Mixed Feelings
5G + min 90 Hz or 120 Hz display koodi undel... മാരകം ആയേനെ,Mixed Feelings
Weight കൂടുതൽ ആണ് 216gm..👎😒.Display in Fingerprint vechaa madhiyarnnu...... .25W maatti 30/33W aakkamayirunnu.. ..Baaki ellaam👌👌💪💪🔥🔥🔥❤️❤️❤️,Mixed Feelings
5g support കൂടെ ഉണ്ടായിരുന്നെങ്കിൽ ഈ ഫോൺ പക്കാ OKay,Mixed Feelings
ഒരു 5g എങ്കിലും കൊടുക്കാം ആയിരുന്നു. പിന്നെ .Case &amp,Mixed Feelings
5G നൽകണമായിരുന്നു,Mixed Feelings
Ufff awesome phone chetta .. 👌👌 വില കുറച്ച് കൂടുതാലാണ് എന്നൊരു = point മാത്രേ എനിക്ക് തോന്നിയുള്ളു. ജയരാജേട്ടാ ഈ ഫോണിന്റെ ഒരു detailed review ഉം അതുപോലെ തന്നെ ഇതും m31s ഉം ആയിട്ടുള്ള ഒരു. Comparison വീഡിയോയും കൂടി ചെയ്യണേ ചേട്ടാ pls... ഇത് എന്റെ ഒരു request ആണ്,Mixed Feelings
5G യും ഉണ്ടെഗിൽ പൊളിച്ചെനെ 😜😜😜😜😜,Mixed Feelings
Samsung snapdagon കൊണ്ട് വന്നില്ലേ അപ്പൊ ഇത് ഒന്നൊന്നര device തന്നെ ആയിരിക്കും 💯. With 7000 mah battery💥 5G feature കൂടി നൽകാമായിരുന്നു എന്ന് തോന്നി 😇,Mixed Feelings
കിടിലം handset.. but camera pratheekshicha athre illa... waiting for ur detailed review Jayarajetta..😍,Mixed Feelings
എന്റെ note7 Pro യുടെ ക്യാമറ ആണ് ചില്ല് പൊട്ടി. പക്ഷേ.. ഡിസ്പ്ലേ അത് ഒന്നൊന്നര protection ആണ്. ഒരുപാട് തവണ വീണിട്ടുണ്ട്. എന്നിട്ടും ഡിസ്പ്ലേ ക്ക്‌ ഒരു പോറൽ പോലും വന്നിട്ടില്ല. Gorillgallss 5 ആണ്.,Mixed Feelings
ഇത് 5g ആണെകിൽ വാങ്ങാമായിരുന്നു.... 😒😒,Mixed Feelings
എന്റെ അഭിപ്രായത്തിൽ .Note 9 പ്രോയ്ക്ക് 64 mp cam.Pro മാക്സിന് അതിൽ കൂടിയ oru cam കൂടി ഉണ്ടായിരുന്നു എങ്കിൽ കുറച്ചു കൂടി better ആയേനെ.... .പിന്നെ ഇതുവരെ amoled display കൊണ്ട് വരാത്തതും ഒരു പോരായ്‌മ തന്നെയാണ്..,Mixed Feelings
"ഫോൺ പോളി സാധനമാണ്..But, വില കുറച്ചു കൂടി ഒന്ന് കമ്മി ആകുകയാണെങ്കി പോളി പോളി ആവുമായിരുന്നു🔥🔥🔥🔥🔥🔥",Mixed Feelings
പ്രൈസ് കുറക്കാൻ ചില ഫീച്ചറിൽ compromise ചെയേണ്ടതുണ്ടല്ലോ.. 765G ഡീസന്റ് perfromance തന്നെ ആണ്..,Mixed Feelings
കൊള്ളാം ഇതിന്റെ front camera waterdrop notch ആയിരുന്നെങ്കിൽ കാണാൻ കുറേ കൂടി നന്നായിരുന്നു എന്നാണ് എനിക്ക് തോന്നുന്നത്. ഇത് എന്റെ ഒരു വ്യക്തിപരമായ അഭിപ്രായമാണ്,Mixed Feelings
Cash ഉണ്ട്.. പക്ഷേ ഇത്രേം വില കൊടുത്ത് ഒരു ഫോൺ വാങ്ങണോ ന്ന് confusion,Mixed Feelings
"iPhone 12 Pro Max battery capacity 2815mAh ullu. ഇതിലും ഭേദം Samsung Note 20 Ultra മെടിക്കുന്നത. പക്ഷേ പെർഫോർമൻസ് 12 Pro Max കില്ലാടി തന്നെ. അല്ലേൽ OnePlus 8T മെടിച്ചാലും മതി, SD 865 5G Processor, 12 GB RAM, 256GB Storage, 48MP Camera, 65W Fast Charging ellam ഉണ്ട് അതും 50,000 - തിന് താഴെ",Mixed Feelings
കിടില൦ ഫോൺ ആണ് IPhone 12 pro max. പക്ഷേ charger ഇല്ലാത്ത ഫോൺ എന്ത് ഫോൺ.,Mixed Feelings
ഞാൻ ഉപയോഗിക്കുന്നത് A70s ആണ്.Heating issue ഭയങ്കരം ആണ്.game 10മിനിറ്റ് കളിക്കുമ്പോൾ തന്നെ ഓവർ heat ആവുന്നു .ബാക്കി ഒക്കെ സൂപ്പർ ആണ് specilay ഡിസ്പ്ലേ,Mixed Feelings
Phone അടിപൊളി. പക്ഷേ പ്രൈസ് ഒരു പ്രശ്നമാണ്.,Mixed Feelings
എല്ലാം set ബട്ട്‌ വാങ്ങാൻ വീട് പണയം വെക്കേണ്ടി വരും 😂🙏,Mixed Feelings
Phone വേറെ ലെവൽ But Money എന്നെക്കൊണ്ട് താങ്ങില്ലാ 😭,Mixed Feelings
ഇഷ്ടായി but cash😂,Mixed Feelings
ഫോൺ ഒരു കിടു ഐറ്റം തന്നെ...👍.പക്ഷേ. Charger ഇല്ല headphones ഇല്ലാ....അടുത്ത ഫ്ലാഗ്ഷിപിൽ box ഉം കാണില്ല only phone 😂😂,Mixed Feelings
ഫോൺ നൈസ് തന്നെ പക്ഷെ ചാർജർ.പിടിച്ചു പറി തന്നെ,Mixed Feelings
Jayetta എനിക്കും തോന്നിയത് അങ്ങനെ തന്നെ 5G കൂടി ആക്കിയിരുന്നെങ്കില്‍,Mixed Feelings
"Redmi note 10 pro max മൊത്തത്തിൽ കുഴപ്പമില്ല. But as a pro max user, ഇനി എന്നോട് ആരെങ്കിലും ക്യാമറയെക്കുറിച്ച് ചോദിച്ചാൽ ഞാൻ പറയും photo പോരാ, video പൊളി ആണെന്ന്. കാരണം 108 mp ക്യാമറയൊന്നും still ഫോട്ടോഗ്രഫിക്ക് പറ്റില്ല (വലിയ sensor ആയത് കൊണ്ട് details കൂടുതലാണ്). എന്നാൽ videography ഇഷ്ടപ്പെടുന്നവർക്ക് ഇത് ഏറ്റവും നല്ല choice ആണ്....NB : ഒരു phone വാങ്ങിക്കുമ്പോൾ നല്ലപോലെ review കണ്ട് ആലോചിച്ചു തീരുമാനമെടുക്കുക...",Mixed Feelings
"ഞാൻ use ചെയ്യുന്നത് Redmi 10 T pro ആണ്, phone adipoli ആണ്. But ഫോൺ ഓവർ heat ആണ്. Like Iron box..എന്തെങ്കിലും solution undo Jayaraj etta..",Mixed Feelings
indisplay fingerprint scanner റും ... 5g യും കൂടെ ഉണ്ടായിരുന്നേൽ... ചുമ്മാ തീ🔥🔥🔥,Mixed Feelings
6000 mah bettery കൂടെ ആയിരുന്നേൽ ഇവനെ വെല്ലാൻ ഈ price range ഇൽ വേറെ ഒരു ഫോണും വരില്ല എന്നുള്ളവർ 👇,Mixed Feelings
"ഇവമ്മാർക്കിത് 5G ആക്കികൂടെ എല്ലാം പൊളിച്ചു വന്നപ്പോൾ 5G ഇല്ല,😔",Mixed Feelings
5G support ആയിരുന്നെങ്കിൽ,Mixed Feelings
എല്ലാം better .പക്ഷെ .5g അല്ല എന്നത് മാത്രം മോശം ആയി തോന്നി . ---smk🥰🚴🚴🚴,Mixed Feelings
5G ആണേന്കിൽ പോളിച്ചേനേ👍👍👍👍,Mixed Feelings
"ഇതിനൊക്കെക്കൂടെ dual 5G sapport,5G sapport prososor കൂടി ഒണ്ടാരുന്നേൽ വേറെ level phone ആയേനെ redmi note 10 pro max",Mixed Feelings
Radmi ഉയിർ 😉 പരസ്യം ഒഴിച്ച് ബാക്കിയെല്ലാം ok 👌,Mixed Feelings
4g തന്നെ ധാരാളം.NFC അത് വേണമായി രുന്നു,Mixed Feelings
5g യുടെയും nfc യുടെയും പോരായ്മ ഫീൽ ചെയ്തു ബാക്കി എല്ലാം ok യാണ്,Mixed Feelings
പ്രൊ മാക്സില് 5G കൂടെ ഉണ്ടായിരുനെൽ പൊളിച്ചേനെ 💓🔥🔥,Mixed Feelings
5G കൂടി ആയെങ്കിൽ പൊളിച്ചേനെ 👍👍👍👍❤,Mixed Feelings
5g ആണെങ്കിൽ പോളിച്ചേനെ.,Mixed Feelings
അതെ.... Water drop noch ഒഴിവാക്കാമായിരുന്നു...‼️.Ufff🔥 Ejjathy phone 😱⚡️,Mixed Feelings
spec nallathan bro ads pinne bugs kozhapam illekil kidilan phone ann,Mixed Feelings
Price.കൊള്ളാം പക്ഷേ notch.,Mixed Feelings
Punch hole കൂടി ഉണ്ടെങ്കിൽ വേറെ ലെവൽ ആയേനെ😁,Mixed Feelings
1Year ന് മുൻപ് വന്ന Android11.പിന്നെയും New Series Phone ൽ 2022 🥴..Android12 Out Of The Box കൊടുക്കണം ആയിരിന്നു..ഇത് Bor ആണ് 100%..Design ബാക്കി Features എല്ലാം വേറെ ലെവൽ❣️,Mixed Feelings
ക്യാമറ പോരാ ബാക്കി full സെറ്റ് 😍😍😍😍,Mixed Feelings
"Pakkam bro.1+ ഇന്റെ രണ്ടു ഫോൺ ഉള്ളു 25000.Nord ce, nord 2 ce.പിന്നെ camera important ആണേൽ 1+ നെൽ ക്കാളും nallathu Galaxy M52 ആണ്..25000 രൂപക്ക് അതിനെ കഴിഞ്ഞേ ഉള്ളു വേറെ ഏതു ഫോണും ക്യാമെറക്ക്..ക്യാമെറക്ക് മാത്രമല്ല.Snapdragon 778.One ui 4.1.5000 mah ബാറ്ററി.ഇത്രേം കൊണ്ട് ഒരു നല്ല ഫോണാ..പിന്നെ Sterio സ്പീക്കർ ഇല്ല.",Mixed Feelings
സ്റ്റീരിയോ 5g കൊടുക്കാർന്നു,Mixed Feelings
Very good.... സ്റ്റീരിയോ സവുണ്ടു ഇല്ലാത്തതു ഒരു കുറവു തന്നെയാണു,Mixed Feelings
വളരെ നല്ല ഫോൺ പക്ഷെ 5 G ആകണമായിരുന്നു: റോക്കറ്റ് യുഗ ത്തിൽ കാളവണ്ടി അവതരിപ്പിച്ചു:,Mixed Feelings
Samsung പൊളിച്ചു പക്ഷേ5g ഉണ്ടക്കിൽ നന്നായിരുന്നു,Mixed Feelings
Battery പൊളിയാ പക്ഷെ 25w fast ചാർജ് അത് കുറവായിപ്പോയി,Mixed Feelings
"ഫോണിന്റെ കാര്യത്തിൽ തെറ്റി ബ്രോ..ഞാൻ എന്നെന്നേക്കുമായി ഉപേക്ഷിച്ച ഒരേ ഒരു കമ്പനിയാണ് ഇവരുടെ ഫോൺ. ..കാശ് കുറേ പോയതാണ്. .പബ്‌ജി പോലുള്ള ഗെയിമുകൾക്ക് വേറെ കമ്പനി ഫോൺ വേണം. ..Call, ഫേസ്ബുക്, whatsapp ഒക്കെ ഉപയോഗം മാത്രം ഉള്ളവർക്ക് കൊള്ളാം.",Mixed Feelings
athe bro nan j7 prime 2016 model processor ozhikke ബാക്കി ഓക്കേ പക്കാ build quality 😍😍 screen😍😍 ഇപ്പോളും ഒരു issue ഇല്ല 💥💥 but gaming😔😔,Mixed Feelings
"5G കൂടെ ആവാമായിരുന്നു😐.7000mah 25w charging😐.Gorilla glass3🙄.ബാക്കി ഒക്കെ kuzhappamilla😉❤️👍..Realme X7,Mi 10i better for this prize 👍",Mixed Feelings
5G ഉണ്ടായിരുന്നെങ്കിൽ നന്നായേനെ.,Mixed Feelings
"Galaxy y,J1,j2, j3 പ്രൊ, galaxy tab a6, galaxy grand itrem samsaung phn use ചെയ്തിട്ടൊണ്ട്.എല്ലാത്തിന്റേം processor ozhike ബാക്കി എല്ലാം adipowli ആണ്. Mainly build quality super aan",Mixed Feelings
"ഈ ഫോണിൻ്റെ specifications, look കൊള്ളാം. But 5G ഇല്ല 😔. 2021-ൽ 5G കൂടെ വേണമായിരുന്നു.",Mixed Feelings
"Battery , display കില്ലാടി 😎😎😎.🎉🎉🎉.Charger , price ഗുല്ലാടി 😭😭😭",Mixed Feelings
5G കൂടിവേണമായിരുന്നു,Mixed Feelings
"Oneplus 9pro എടുക്കണം എന്നുണ്ട് , ഇപ്പൊ അപ്ഡേറ്റ് ഒക്കെ വന്നു കുറേ പ്രേശ്നങ്ങൾ പരിഹരിച്ചിട്ടുണ്ട്, !!വിലയാണ് പ്രശ്നം 😀😊",Mixed Feelings
ഇതുവരെ കുഴപ്പമില്ല ബ്രോ നെഗറ്റീവ് ആയിട്ട് ബാറ്ററി ബാക്കപ്പ് കുറവാണ്,Mixed Feelings
Hasselblad camera ഒക്കെ ഉണ്ട് പക്ഷെ ois ഇല്ല 50000 രൂപയുടെ oneplus 9 ഇൽ,Mixed Feelings
Oneplus 5 യൂസ് ചെയ്യാൻ തുടങ്ങിയിട്ട് 4 വർഷമായി ഒരു തരം കംപ്ലൈന്റ്റും ഈ നിമിഷം വരെ ഉണ്ടായിട്ടില്ല...ഫോൺ പെർഫോമൻസ് വളരെ മികച്ചതാണ്.. ക്യാമറ ആവറേജ് ആണ്..,Mixed Feelings
Type C ഒരു sideil koduthal polikum..Headset vechallum seen illa 😊,Mixed Feelings
ഞാൻ 2 Nord വാങ്ങി രണ്ടും പൊട്ട ആണ് എന്റെ friend ഒരു Nord വാങ്ങി അത് നല്ല phone ആണ്. എന്റെ ഫോണും എന്റെ കൂട്ടുകാരന്റെ phonum തമ്മിൽ നല്ല performance difference und നല്ല service കിട്ടുന്നില്ല 😔,Mixed Feelings
"About Wireless charging, Oneplus 9 ന്റെ Global variantല്‍ (US and UK) Wireless charging feature നല്‍കിയിട്ടുണ്ട്, പക്ഷെ ഇന്ത്യയില്‍ Oneplus 9 Pro ല്‍ മാത്രമാണ്‌ നല്‍കിയിട്ടുള്ളത്..ഇന്ത്യയില്‍ Oneplus 9 ന് 50k - 55k price range ഉണ്ട്. .IP68 rating ഉള്ളത് നല്ലതാണ്, still IP rating ഇല്ലാത്ത Oneplus phones waterproof ആണെന്ന് company അവകാശപ്പെടുന്നുണ്ട്..QHD display is a flagship feature, no doubt..Last year Samsungന്റെ S20FE പോലെയുള്ള phones Oneplus ഇറക്കണം. It had Wireless charging and IP rating except QHD display, that for within 50k price range.",Mixed Feelings
One plus kollam 🥰pakshey service centerinu vendi alayendivarum. Keralathil. SAMSUNG thanneyanu service nallathu. 🥰🥰അനുഭവം ഗുരു.ONEPLUS 6T MECLAREN EDITION ഉപയോഗിച്ച ഞാൻ നല്ല സർവീസ് തേടി അലഞ്ഞു എങ്ങും കിട്ടില്ല.. 😭🥰 അതുറപ്പാണ്....😭😭,Mixed Feelings
കാര്യം ഒക്കെ ശെരിയാ പക്ഷെ Hassle blad ന്റെ പവർ ഒന്നും കണ്ടില്ല പതിവ് പോലെ front camera ശോകം . എന്റെ 8 പ്രോ ആണ് എനിക്ക് 2 തമ്മിൽ വലിയ വെത്യാസം ഒന്നും തോന്നുന്നില്ല ചേട്ടൻ പറഞ്ഞ പോലെ .Any way one plus = one plus. എന്നാലും ആ ഫ്രണ്ട് ക്യാമറ എങ്കിലും upgrade ചെയ്യാരുന്നു... പിന്നെ ആകെ തോന്നിയത് 65 w chaarging മാത്രം അതിന് 10 + കൊടുക്കണോ 😂,Mixed Feelings
ബാറ്ററി mah കുറച്ചുകൂടി വേണമായിരുന്നു,Mixed Feelings
അടിപൊളി ഫോൺ :ഒരു 7000 MAh ബാറ്ററി കൂടി ഉണ്ടായിരുന്നെ ങ്കിൽ കിടുകിടുക്കുമായിരുന്നു:,Mixed Feelings
S20 fe 4g ഭയകര heating ആണ് ബാക്കി എല്ലാം പക്കാ,Mixed Feelings
ഞാൻ 3 വർഷമായി സാംസങ് J7 യൂസ് ചെയ്യുന്ന ആൾ ആണ്... വില കുറച്ച് കൂടുതൽ എന്നുള്ളതൊഴിച് സാംസങ് ഫോണിൽ വേറെ പോരായ്മ ഒന്നും ഇല്ല എന്നാണ് എന്റെ ഒരു അഭിപ്രായം. നിങ്ങൾ എന്തു പറയുന്നു ഫ്രണ്ട്‌സ്?,Mixed Feelings
Hai...ഞാൻ ഒരു 6 വർഷം ആയീ redmi note സീരിയസ് സമർട്ട് ഫോണുകൾ ഉപയോഗിക്കുന്നു.. ഒരു 5 മാസം മുമ്പ് ഞാൻ 10 pro വാങ്ങിച്ചു...ഫെച്ചർസ് എല്ലാം ഓക്കേ.. ഇപ്പോൾ കുറച്ചു ദിവസം ആയി vdo call ചെയുമ്പോൾ.. അല്ലെകിൽ ഫോട്ടോ എടുക്കൻ ക്യാമറ ഓപ്പൺ ചെയുമ്പോൾ ക്യാമറ balck ആകുന്നു... ഈ പ്രശ്നം എനിക്ക് മാത്രം ആണോ?,Mixed Feelings
Ui ഒഴിച്ച് ബാക്കി ഒക്കെ കൊള്ളാം miui 😑,Mixed Feelings
മച്ചാനേ ഞാനും വാങ്ങി redmi note 10 pro ഇത്തിരി heat ഉണ്ടെങ്കിലും പൊളി ഫോണ്‍ ആണ് ഇജ്ജാതി....,Mixed Feelings
5g അയിരുനാൽ നനനയിരുനു,Mixed Feelings
ഞാൻ വാങ്ങി ഉഷാറാണ് but range വലിക്കുന്നത് ഫാസ്റ്റ് ഇല്ല.... അതിനിക് മാത്രം മണോ പിന്നെ dubli headset vechal മൈക് ഓഫ്‌ ആകും.... ആരെങ്കിലും ഒന്ന് പറയണേ,Mixed Feelings
"ഞാനും ഈ ഫോൺ വാങ്ങി...എനിക്ക് അനുഭവപ്പെട്ട ഒരു ന്യുനത പറയട്ടെ. ഇതിലെ നോട്ടിഫിക്കേഷൻ led ലൈറ്റിനെ കുറിച്ചാണ്. ഒരു വിധത്തിലും കാണാൻ പറ്റില്ല...കളർ ചേഞ്ച് പറ്റില്ല, മൊബൈൽ എടുക്കാതെ ദൂരെനിന്ന് misdcal, msg, other നോട്ടിഫിക്കേഷൻ ഒന്നും അറിയാൻ പറ്റില്ല...ബാക്കി എല്ലാം കൊണ്ടും നല്ല ഫോൺ ആണ്.. ചേട്ടൻ ഇത് ഒന്ന് വീഡിയോയിൽ പറയാമായിരുന്നു..",Mixed Feelings
"Redmi 9 pro rename ചെയ്തിറക്കിയതാണ് , additional 30 wt charger, അത്രേയുള്ളൂ...",Mixed Feelings
എന്നും നിനക്കായി lava അടിപൊളി ഫോൺ ആണ് റേഡിയേഷൻ കൂടുതൽ ആണ് അതേ ഉള്ളു കുഴപ്പം,Mixed Feelings
"ഫോണും.. റിവ്യൂ ഒക്കെ അടിപൊളി, ഇതിന്റെ സർവീസ്, അതുപോലെ വാറന്റി തുടങ്ങിയ കാര്യങ്ങൾ കൂടി അറിയണം എന്നുണ്ട്. LTE ആണോ?",Mixed Feelings
ഇഷ്ടmaaണ് പക്ഷേപ്രൈസ്കൂടുതലാ,Mixed Feelings
ഇന്നലെ പൊട്ടിച്ചേ ഉള്ളൂ. DISPLay കിടു. Gaminginu കൊള്ളാം .കൂതറ കാമറ,Mixed Feelings
5g കൂടി ഉണ്ടായിരുന്നെങ്കില്‍ Super ആയിരുന്നു.,Mixed Feelings
"108mega pixel നോക്കി ആരും വാങ്ങേണ്ട .Front cam,battery, display, എല്ലാം perfect",Mixed Feelings
ആ ഡിസ്‌പ്ലേ LED ആണെങ്കിൽ കൊള്ളാമായിരുന്നു,Mixed Feelings
സംഭവം കൊള്ളാം but dual Sim വേണം പിന്നെ sig,Mixed Feelings
5g കൂടി anel 🔥,Mixed Feelings
Moto x4 യൂസ് ചെയ്തിട്ടിട്ടുണ്ട്. Ip68 ഉള്ള ഫോൺ ആർന്നു അത്. Premium build. പക്ഷെ ഇപ്പോളത്തെ ഒക്കെ കണ്ടിട്ട് cheap ക്വാളിറ്റി ഫീൽ ചെയ്യുന്നു 🙏,Mixed Feelings
മോട്ടോ കത്തികയറുവാണല്ലോ...... കൊള്ളാം സ്റ്റോക്ക് ആൻഡ്രോയ്ഡാ ഇതിന്റെ ഒരു അന്തസ്സ്.....💥💥പക്ഷേ fingerprint side mounded ആരുനെകിൽ കൊള്ളാരുന്നു .....Duel... Capture modil... ഇത്തിരി stability കുറവാണെന്ന് തോനുന്നു ........,Mixed Feelings
"<b>ഞാൻ 2017 മുതൽ മോട്ടറോള ഫോൺ ഉപയോഗിക്കുന്നത് ആണ് .... ഫോൺ ഇൻ്റെ ക്യാമറ, പ്യുവർ ആൻഡ്രോയ്ഡ്,അഡ് ഫ്രീ,സൗണ്ട് ക്വാളിറ്റി ഒക്കെ കൊണ്ട് ഫോണിനെ മികച്ചതക്കുന്നൂ... ബട്ട് ഫോണിൻ്റെ ഒരു പ്രശ്നം എന്ത് എന്നൽ സ്റ്റോറേജ് ഫുൾ അയാൽ , വാട്ട്സ്ആപ് സ്റ്റോറേജ് ഫുൾ അയാൽ ഫോൺ കുറെ നാൾ ഹങ്ങ് അയി നിൽക്കും....ഞാൻ മോട്ടറോള ഫോൺ മാത്രം ആണ് ഉപയോഗിക്കുന്നത് വേറെ ഫോണിന് ഇങ്ങനത്തെ പ്രേഷണം ഉണ്ടോ എന്ന് അറിയില്ല</b>",Mixed Feelings
"Phone കിടിലൻ തന്നെ... പക്ഷേ, app icons, settings അതൊന്നും കാണാൻ ഒരു ലുക്ക്‌ തോന്നിക്കുന്നില്ല 😌",Mixed Feelings
