Review_Text,Sentiment_Class,,,
റിയൽമിയുടെ നർസോ 30 പ്രോ 5g ഉള്ളപ്പോൾ ഇതിനേക്കാൾ നല്ലത് അതല്ലേ...കാണാൻ ഒരു ഭംഗി ഒക്കെ ഉണ്ട്.. റിടൈൽ സ്റ്റോറുകളിൽ ഇനി തിളങ്ങുന്നത് ഈ ഫോൺ ആയിരിക്കും..,Positive,,,
മറ്റുള്ള കമ്പിനികളെ അപേക്ഷിച് oppo ഫോണികൾക്ക് നല്ല quality ആണ് ..,Positive,,,
അന്നും ഇന്നും എന്നും ഒരേ ഒരു രാജാവ് oppo😘 ഓപ്പോ ഫാൻസ് ഉണ്ടെങ്കിൽ ലൈക് അടി 🤙,Positive,,,
Oppo ഉപയോഗിക്കുന്നു pwoli👍,Positive,,,
BBK electronics ഇഷ്ടമാണ് ❤️❤️❤️,Positive,,,
ഫോൺ കൊള്ളാം നല്ല look 👌,Positive,,,
"പണ്ടൊക്കെ ആരോടും oppo എടുക്കരുതെ ,,എന്നു പറഞ്ഞിരുന്ന ഞാൻ ഇപ്പോ രണ്ടര വർഷമായി oppo ഫോൺ ഉപയോഗിക്കുന്നു.😁😎",Positive,,,
ഫോണിന് കിടിലൻ look ♥️♥️♥️👍 super ജയേട്ട💜🔥👏,Positive,,,
Phone കിടു💕💕💐,Positive,,,
"വളരെ നല്ല ഫോൺ തന്നെ ഒരു സംശയം വേണ്ട, ഇപ്പോഴും ഉപയോഗിക്കുന്നുണ്ട്. ഈ വീഡിയോയും ഇതിന്റെ അൺ ബോക്സിങ് ഉം കണ്ടില്ലായിരുന്നു എങ്കിൽ, വേറെ എന്തെങ്കിലും ഫോൺ മനസ്സില്ലാമനസ്സോടെ വാങ്ങിയേനെ. ഇത് വീഡിയോ കണ്ടപ്പൊതന്നെ ഒരുപാട് ഇഷ്ട്ടപ്പെട്ട് തന്നെ വാങ്ങിയതാണ്. Moto g60❤❤❤🥰🥰",Positive,,,
"Moto g60 value for money 👌👌ഞാൻ വാങ്ങിയിട്ട് രണ്ടു മാസമായി കുഴപ്പം ഒന്നും ഇത് വരെ ഫീൽ ചെയ്തില്ല. എനിക്ക് ഇതിൽ ഏറ്റവും ഇഷ്ടപ്പെട്ടത് ഡിസ്പ്ലേ തന്നെ യാണ്,പിന്നെ പരസ്യങ്ങളുടെയോ നോട്ടിഫിക്കേഷന്റെ യോ ശല്യപ്പെടുത്തലുകൾ ഇല്ലാതെ സമാധാനത്തോടെ ഉപയോഗിക്കാൻ പറ്റുന്നുണ്ട്",Positive,,,
17K യ്ക്ക് ഇത് worth ആണ് 🔥🔥 .ഞാൻ കരുതി പറഞ്ഞ് പറഞ്ഞ് ഇതിന് ഒരു 25K + -30K ഒക്കെ ഉണ്ടാവും ന്ന്,Positive,,,
Motorola supr ആണ്. Build quality ഉള്ളത്. Best product. ആദ്യമായി ഫോൺ കണ്ടുപിടിച്ചു. പിന്നെ മാറി മാറി വന്ന എല്ലാ ഫെസിലിറ്റീസ് ഉം ഫസ്റ്റ് motorola ആണ് കൊണ്ടുവന്നത് . ( ആൻഡ്രോയ്ഡ് അടക്കം ). 100 % വും നീതി പുലർത്തുന്ന product. ഇതൊന്നും അറിയാത്തവർ ഇന്നലെ മുളച്ച ചില ചൈന കമ്പനികളുടെ പുറകെ ഓടുന്നു. 😄😄😄,Positive,,,
Iq007 ഇഷ്ടപ്പെട്ടു,Positive,,,
Moto G60 കുഴപ്പമില്ല super ആയി,Positive,,,
Phone ഇഷ്ടപ്പെട്ടു 😁😁😁,Positive,,,
ഫോൺ അടിപൊളി❤️❤️👍,Positive,,,
സൂപ്പർ featurs moto,Positive,,,
പൊളിച്ചടുക്കി motrola,Positive,,,
ഇത് lenovo ആണ്.എന്ന് കൂടി പറഞ്ഞ് കൊള്ളട്ടെ😀😎😎🔥❤️,Positive,,,
Moto... മെച്ചപ്പെട്ട് തുടങ്ങി ടുണ്ട് 😄👌👍❤️... Sooper...... 👌,Positive,,,
108mp camera ഉള്ള ഏറ്റവും വില കുറവുള്ള ഫോൺ എന്ന പ്രത്യേകത ആണ് ഇതിനുള്ളത്. ഫോൺ നിങ്ങൾക്ക് ഇഷ്ടപ്പെട്ടോ ??,Positive,,,
Poco 5G Phone ഇറക്കിട്ട് കാര്യമില്ല... 5G നെറ്റവർക്ക് കൂടി വേണ്ടെ..?...... പിന്നെ വേറെ കാര്യം 4G sim കൾ തന്നെ 2G speed ulluuu.... Njn oru Poco user ആണ് .... ഞാൻ ...Poco X3 യാണ് ഉപയോഗിക്കുന്നത്.... ഇതു വരെ ഞാൻ ഉപയോഗിച്ച.. ഫോണുകളിൽ വച്ച് .....Poco poliyane😍😍😘😘😘 i love poco..❤️ poco ishttam💘,Positive,,,
Poco ഇഷ്ടം 💞💞💞✌️,Positive,,,
M 2 Pro തന്നെ കേമൻ,Positive,,,
ചേട്ടാ POCO M3 Pro 5G എന്നിക്കു ഇഷ്ട്ടമായി പൊളിച്ചുട്ടാ,Positive,,,
എന്നാലും എനിക്കിഷ്ടം Poco m2 pro ആണ് 😉😉🔥🔥🔥,Positive,,,
"samsung s22 ultra best 40 mp front back 108mp camera, snapdragon 8gen1 best gaming experience, Android 12 to 16 update better prise ,s pen ,best battery 1 to 120 hdz and 5000mah, one of the best screen ഇനി എന്ത് വേണം",Positive,,,
ഓ ശരി..ഇതൊക്കെ പറഞ്ഞാലും ഫോട്ടോ വേറെ ലെവലാണ് വേറെ ലെവൽ ⚡️⚡️⚡️,Positive,,,
poli phone,Positive,,,
എനിക്ക് ഇഷ്ട്ടപ്പെട്ടു Google pixel ന്റെ ഒരു പഴയ ഫോൺ എക്കിലും എനിക്ക് ഇടുക്കണം ഏതായും Google Pixel 6 Pro എനിക്ക് ഇഷ്ട്ടപ്പെട്ടു,Positive,,,
Good.ഒന്ന് വാങ്ങണം 🔥,Positive,,,
Pixel എന്നും 🔥,Positive,,,
First tenzer ic വെച് തന്നെ ഇജ്‌ജാതി ഐറ്റം. അപ്പോ ഇനി വരാൻ പോകുന്ന മോഡലുകൾ ✌️✌️✌️😃,Positive,,,
ഇന്ന് മൊബൈൽ വേൾഡിൽ രാജാവ് തന്നെ.. ഇവന്റെ അനിയൻ Pixel 4a ഞാൻ ഒരു കൊല്ലമായി ഉപയോഗിച്ചു വരുന്നു.. കുട്ടി രാജാവ് തന്നെ.. സോഫ്റ്റ്‌വെയർ എക്സ്പീരിയൻസ് സൂപ്പർ....എന്തായാലും ഏട്ടനെ പരിചയപെടുത്തി തന്നത് വളരെ നന്നായി.. നന്ദി 👌👌,Positive,,,
"ലോകത്ത് ഇറങ്ങിയതിൽ വെച്ച് ഏറ്റവും മികച്ച ഫോണാണ് pixel6, pixel 6 pro🥰",Positive,,,
Pixel വേറെ ലെവൽ ആണ്,Positive,,,
Flagship king എന്ന് അക്ഷരം തെറ്റാതെ വിളിക്കാം 🔥,Positive,,,
ഇന്ന് ഒരു ക്യാമറാ upadate വന്നിരുന്നു എനിക്.Perfect camera phone Pixel 3 user😍😊,Positive,,,
"നിങ്ങൾ വിട്ടുപോയ ഒരു കാര്യം ണ്ട് ഗൂഗിൾ ഫോട്ടോസ്, ഡ്രൈവ് ഒക്കെ unlimited ആണ് ഇതിൽ. ട്രാൻസിലേഷൻ എല്ലാ ഫോണിലും ഇതുപോലെ കിട്ടും",Positive,,,
Samsung A70 2 വർഷം ആയി ഉപയോഗിക്കുന്നു. still super.,Positive,,,
പൊളി സാധനം.Pixel 💥💥🔥🔥,Positive,,,
Samsung f41 അടിപൊളി ആണ്. ഞാൻ use ചെയ്യുന്നത് f 41 ആണ്,Positive,,,
ശെരിയ എന്റെ കയ്യിൽ 8വർഷമായി SamsungS3 neo ❤️❤️ pwoliyane,Positive,,,
Samsung ആണ് എന്റെ ഹീറോ.പാവങ്ങളെ മനസിലാകുന്ന ഒരേ ഒരു കമ്പനി Samsung 🔥🔥💪💪,Positive,,,
ഞാൻ f41 വാങ്ങാൻ ഉദ്ദേശിക്കുന്നു നല്ല choice അല്ലെ,Positive,,,
ഈ മാസത്തെ വിപണി നോക്ക് samsung top 👌,Positive,,,
Samsung F41 ഒരു മികച്ച ഫോൺ ആണെന്നു തന്നെ കരുതാം.,Positive,,,
സൂപ്പർ Samsung 👍🙏,Positive,,,
My first phone j2. (2015) display ആണ് സാറേ അവന്റെ മെയിൻ...പിന്നെ white colour വേർഷൻ ന്റെ look...,Positive,,,
അടിപൊളി phone,Positive,,,
എന്ത് പറയാൻ heavy അല്ലെ,Positive,,,
ഈ ഫോൺ വളരെ നല്ലതായി തോന്നുന്നു Jayaraj ചേട്ടൻ്റെ അവതരണം നന്നായിട്ടുണ്ട്,Positive,,,
ഇത്ര വില കു റവിൽ നല്ല Samsung . Phone കിട്ടുന്നത് ആഭ്യം,Positive,,,
പഴയ Talking Tom .Galaxy Y ഉയിർ... .😍,Positive,,,
അടിപൊളി super ,Positive,,,
Samsung അല്ലെലും poliyaan 👍,Positive,,,
Samsung ഒരു വികാരമാണ് .Samsung uyir,Positive,,,
"സാംസങ് ഇങ്ങനെ നല്ല pawerfull phones ഒക്കെ ഇറാകുവനെൽ ഈ mi.., realme.., ഇതൊന്നും വേണ്ട samsung മാത്രം മതി branded phone lover ,💥❤️❤️",Positive,,,
"&quot;ജയരാജേട്ടാ വീഡിയോ പൊളിച്ചു &quot;😘.എനിക്ക് ഈ ഫോണിൽ ഇഷ്ടപ്പെട്ടത് .മികച്ച LED DISPLAY, battery പിന്നെ .64mp camera എന്നിവയാണ് 😍😍.എത്രയും കാര്യങ്ങൾ SAMSUNG ഈ .Price റേഞ്ചിൽ അവതരിപ്പിക്കുന്നു .എന്നതും ഒരു വലിയ കാര്യമാണ് 👏👏.ചേട്ടൻ ഇന്ന് ലുക്ക് ആയിട്ടുണ്ട് 🥰🥰😘♥️",Positive,,,
Samsung ആണ് മോനെ .പയ്യൻ പൊളിയാ. .മാമനോട് ഒന്നും തോന്നല്ലേ....... 😆😆😆,Positive,,,
ഈ വീഡിയോ m21ൽ കാണുന്ന ഞാൻ😀..സാംസങ് ഉയിർ♥️😘🥀😍..M21ൽ ഈ അടുത്ത software updateൽ single take എത്തി...,Positive,,,
m31s പോളിയാ❣🥰 samsung,Positive,,,
കുറഞ്ഞ വിലയ്ക്ക് കുറേ ഫീച്ചർ.. samsung പൊളിച്ചു ☺️,Positive,,,
Super അടിപൊളി ഫോൺ,Positive,,,
"ഈ വിലയിൽ ഇത്ര നല്ല phone വേറെ ഇല്ല, i like this one",Positive,,,
Adipoli ആണെന്നു തോന്നു.,Positive,,,
Supper Amoled display.... 🤙🤙.ഞാൻ samsung ന്റെ m20 enna smart phone ആണ് 2 വർഷം ആയിട്ട് use ചെയൂന്നത് .അതിന്റെ display AMOLED തന്നെ ആണ് ❣️❣️❣️,Positive,,,
Samsung പണ്ടേ പൊളിയല്ലേ 🥰🥰❤🤟,Positive,,,
Samsung 🥰ഇത്തവണ പൊളിച്ചു 🔥🔥🔥,Positive,,,
ജയരാജേട്ടനും .സാംസങും .ഉയിർ .👇,Positive,,,
Samsung ന്റെ ഇപ്പൊൾ ഇറങ്ങുന്ന എല്ലാ Budget Phones ഉം അത്യാവശ്യം മികച്ചതാണ്,Positive,,,
Samsung f series m series but ഞമ്മള്ളത്‌ j series 1 and only ⚡️ 😎🔥⚡️Samsung j2⚡️🔥 😎,Positive,,,
കിടിലോക്കിടിലം ഒന്നും പറയാനില്ല. ഈ samsung നെ കൊണ്ട് തോറ്റു,Positive,,,
6000mah battery 👍🏻.Full on super amoled display 👍🏻.64mp camera 👍🏻.നല്ല അത്യാവശം തരക്കേടില്ലാത്ത.നല്ല ഫോൺ തന്നെ ആൺ 👍🏻,Positive,,,
J6 ഇപ്പോഴും പൊളി,Positive,,,
ഇ ഒരു വിലയിൽ ഇത്രയും നല്ലൊരു ഫോൺ സൂപ്പർ ആണ് .6000 mah battery എനിക്ക് വളരെ അധികം ഇഷ്ട്ടപ്പെട്ടു......Thanks for information...sir👍,Positive,,,
Samsung പോലൊരു brand 16000രൂപക്ക് 6000mah ബാറ്ററിയും 64mp ക്യാമറയും amo LED ഡിസ്പ്ലയും കൊടുക്കുബോൾ .Mi യും realme യും ഒന്നൂടെ കരുതിഇരിക്കേണ്ടി വരും 👍👍,Positive,,,
അതും തൃപ്ൾ കാർഡ് സ്ലോട്ട് 🙆പൊളി ഫോൺ 👍samsu uyire❤️❤️❤️❤️,Positive,,,
F41 കൊള്ളാലോ പൊളിസാനം ജയേട്ട👌👌👌💜💜💙💙💟💟,Positive,,,
പൊളിച്ചു jayarajetta 💖🎉👍 SAMSUNG അടിപൊളി യെ👏😎💕💓,Positive,,,
നല്ല അവതരണം .നല്ല ഫോൺ തന്നെ എന്ന് തോന്നുന്നു,Positive,,,
ഇനി SAMSUNG തിരിച്ചു വരവ്,Positive,,,
Samsung ആണ് മ്മടെ മുത്ത്.. അന്നും ഇന്നും എന്നും.....🔥🔥🔥🔥M21ൽ കാണുന്ന ഞാൻ,Positive,,,
13999 Rs nu ഈ ഫോൺ ലാഭകരമാണ് ...,Positive,,,
അതാണ്.. Samsung ന്റെ Display Quality അത് വേറെ ലെവലാ..😍🔥🔥🔥🔥🔥❤️,Positive,,,
Display കലക്കി 👍,Positive,,,
samsung പൊളി,Positive,,,
കൊള്ളാം samsung amoled display പൊളിയല്ലേ....👌,Positive,,,
Full on .എടുത്ത് പറയേണ്ടത് display ആണ് .,Positive,,,
"ഇപ്പോ iPhone 📱 7 ആണ് കൈയിൽ ...2017 ആണ് ഈ മുത്തിനെ സ്വന്തമാക്കിയത് ❤️ , ഇനി ഒരു ഫോൺ മേടിക്കുമ്പോൾ അത് മിനി തന്നെ മതി ... മിനി ഇസ്‌തം 📱",Positive,,,
യാത്രയിലും വിരുന്നിലും ഉപയോഗിക്കാൻ പറ്റിയ മോഡൽ.ഫോൺ എന്നും ചെറിയ താണ് കാണാൻ ഭംഗി,Positive,,,
ഞാൻ 5s ആണ് ഉപയോഗിക്കുന്നത് എനിക്ക് ഏറ്റവും ഇഷ്ടപെട്ട മോഡലും ഇതുമാണ് .Game കളിക്കാനും film കാണുന്നതും ഞാൻ ഫോൺ ഉപയോഗിക്കാറില്ല .ഇപ്പൊ എനിക്ക് 12mini എടുക്കണമെന്നുണ്ട് എനിക്ക് ok ആവില്ലേ ....?,Positive,,,
Super ചേട്ടാ 💕💕👏👍❤❤😍,Positive,,,
അടിപൊളി quality 👌,Positive,,,
അടിപൊളി ആയിട്ടുണ്ട്..... പ്വോളി pwoli..... ✌️✌️🌠🌠🌈🌈,Positive,,,
Camera യുടെയും Display യുടെയും കാര്യത്തിൽ Samsung കുറച്ചൂടെ better... പിന്നെ battery side നോക്കാണേൽ Android തന്നെയാ best,Positive,,,
എന്ത് തന്നെ ആയാലും ഒരു കാര്യം ഉറപ്പ് പറയാൻ പറ്റും 4 5 കൊല്ലം കഴിഞ്ഞാലും iphone performance അത് ഒന്ന് വേറെ തന്നെ 7 plus ഇറങ്ങിയ അന്ന് മുതൽ use ചെയ്യാൻ തുടങ്ങിയത് ആണ് ഒന്നര വർഷത്തോളം ആയി pubg ഇതിൽ കളിയ്ക്കാൻ തുടങ്ങിയിട്ട് lag എന്ന് പറയുന്ന സാധനം ഇതുവരെ ഫീൽ ചെയ്തിട്ടില്ല Pubg പോലൊരു game iphone 7 plus ഇൽ ഇത്ര നന്നായി കളിക്കാൻ പറ്റുന്നുണ്ടെങ്കിൽ തന്നെ മനസിലാക്കാം iphone ന്റെ റേഞ്ച്.Haters please step back 😌,Positive,,,
പൊളിച്ചു...IPHONE 12...THAKARTHU,Positive,,,
നമ്മൾ ഉണ്ട് ✌️😍still samsung ♥♥✌️,Positive,,,
ദേ പിന്നേം iPhone 😉❤️👍..അടിപൊളി review ❤️✌️👍,Positive,,,
ആപ്പിൾ ഉം ചേട്ടനും പൊളിയല്ലേ .എന്റെ സാംസങ് z fold എവിടെ,Positive,,,
I phone adpoli anne mass anne പിന്നെന്താണ് super anne❤️❤️❤️❤️🔥🔥,Positive,,,
iPhone 12mini നല്ല സിംപിൾ ആണല്ലോ🔥,Positive,,,
Hlo.Njan ee phone aann use cheyyunath. കഴിഞ്ഞ മെയ് മാസത്തിലെ flipkart sale ഇൽ ഇന്ക് ഇത് 30k ക്ക് ആണ് കിട്ടിയത്.ഫോണിനെ കുറിച് പറഞ്ഞാൽ കിടിലനാണ് camera ഒക്കെ വേറെ level 🔥അത്‌ പോലെ display യും.ഞാൻ ഈ ഫോൺ വാങ്ങിയത് ഇതിന്റെ camera performance കണ്ടിട്ടാണ്.ഈ ഫോണിന്റെ ആകെ ഒരു issue ന്ന് പറഞ്ഞാൽ അത്‌ battery ആണ്. അതും 120fps ഉള്ളത് 60 fps ഇൽ ഇട്ടപ്പോൾ ഓക്കേ ആയി overall എനിക്ക് ഈ ഫോൺ value for money ആയി തോന്നി ❤,Positive,,,
നോ വേ ....ഇൻ terma of camera quality no other options in this range till now,Positive,,,
Bro ഞാൻ use ചെയ്യുന്നുണ്ട് പക്ഷെ ഹീറ്റ് ഇല്ല,Positive,,,
A52s 5g നല്ല ഫോൺ ആണ് ❤❤,Positive,,,
A73 കിടു ആണ്,Positive,,,
അടിപൊളിയാ ഈ ഫോൺ.6 മാസമായി ഉപയോഗിക്കുന്നു.,Positive,,,
ഞാൻ സെക്കൻ്റ് വാങ്ങി..അടിപൊളി ആണ്,Positive,,,
OnePlus 11r.100 W fast Charger കിട്ടും .Full charge in 30 minutes .Snapdragon 8gen 1.16 GB Ram.256 internal.ഇതൊക്കെ പോരെ OnePlus 11 r എടുക്കാൻ..കൂറ സാംസങ് ചാർജർ പോലും തരില്ല..പോരാത്തതിന് 25 W charging support ആണ് ഉള്ളത്,Positive,,,
ഞാൻ ഉപയോഗിക്കുന്ന ഫോൺ സൂപ്പർ aanu,Positive,,,
"എന്റെ ഫോൺ Samsung S20 5g Snapdragon 865 പ്രൊസസർ , ഫോൺ സൂപ്പർ ആണ്",Positive,,,
അടിപൊളി jayetta ❤️💝😍👌കിടിലൻ ഫോൺ 🔥🔥😎⚡👍,Positive,,,
Pever 🔥🔥.Adipoli 😊❤️..നമ്മളൊന്നും ഇത് ennedukkanaa,Positive,,,
Enthe One Ui kuzhappam Ethile adhikam features onnumillengilum user friendly aanu....,Positive,,,
ഏതൊരുവന്റെയും ആദ്യത്തെ സ്മാർട്ട്ഫോൺ സാംസങ് ആയിരിക്കും എന്നത് ഒരു യർത്ഥമാണ് 😘😊❤samsung ഇഷ്ട്ടം 😘🥰👍,Positive,,,
ഇതിന് back cover ഉണ്ടോ.Enthayalum samsung adipoli👍,Positive,,,
"Display Samsun കഴിഞ്ഞിട്ടേ മറ്റുള്ളവർ വരു.. കിഡ്ലോസ്കി, using S20 ultra",Positive,,,
S A M S U N G.Display മാരാഗം.Power By Samsung,Positive,,,
അടിച്ചിട്ട് പോവാൻ സൗകര്യം ആയി.... 😂😂😂😂😂😂😂 super സാധനം,Positive,,,
"flip നേക്കാൾ fold ആണ് personally ഇഷ്ടമായത് . flip just ഒരു show എന്ന രീതിയിൽ ഉപയോഗിക്കാം എന്നല്ലാതെ മറ്റു പ്രത്യേകതകൾ ഒന്നും ഇല്ല . എന്നാൽ fold ശെരിക്കും multi purpose ആണ് , creators നൊക്കെ ഉപകാരപ്പെടുന്ന concept ആണ് , ഒരു s pen rack ഒക്കെ കൊണ്ടുവന്നാൽ നന്നായിരിക്കും",Positive,,,
തീപ്പൊരി item 😍⚡️🔥⚡️😍,Positive,,,
ഒടുവിൽ ആാാ മുതൽ എത്തിക്കഴിഞ്ഞു..... 😍😍🔥🔥🔥⚡️⚡️⚡️SAMSUNGPOLI😍😍😍😍😍,Positive,,,
ഐഫോൺനിന്നെ എല്ലാം കടത്തി വെട്ടിയല്ലോ ഇത് എല്ലാം സൗകര്യവും ഉള്ള അടിപൊളി ഫോൺ SAMSUNG 💥👌🏼,Positive,,,
എന്റമ്മോ തീ ഐറ്റം ആണല്ലോ ഇത് Loved_it💜💜,Positive,,,
Samsung എന്നും രാജാവ് തന്നെയാണ്,Positive,,,
Display കിടിലാണ്..!😍പൊളി സാനം..!🔥,Positive,,,
samsung ന്റെ phone അല്ലെ അത് പൊളിക്കും...,Positive,,,
🇸 🇦 🇲 🇸 🇺 🇳 🇬 Display മാരകം തന്നെ 🔥🔥🔥🔥,Positive,,,
"Bro, കൂടാതെ ഏതൊരു gaming phone കൂടിയാണ് 😘😘😘😘👌👌👌",Positive,,,
ചേട്ടാ എനിക്ക് ഏറ്റവും ഇഷ്ടപെട്ട ഫോൺ ആണ് pocco x3,Positive,,,
ഇത്ര അധികം പോക്കോ ഫോനുകൾ വന്നു..... എന്നിട്ടും നമ്മുടെ F1 നെ വെല്ലാൻ പറ്റിയിട്ടില്ല എന്ന് തോന്നുന്നത് എനിക്ക് മാത്രം ആണോ.... 🔥🔥🔥🔥🔥🔥🔥 More than 2 yrs now with Zero maintenance 💥💥🔥🔥🔥🔥,Positive,,,
പൊളി ഫോൺ i got it by flipcart...,Positive,,,
Poco x3 പൊളിച്ചു,Positive,,,
Poco x3 കയ്യിലുണ്ട് കിടിലം ഫോൺ തന്നെയാണ് 👌👌,Positive,,,
Poco x3 കിടിലം ഫോൺ കയ്യിലുണ്ട് 👌👌,Positive,,,
ചേട്ടന്റെ video കണ്ടിട്ട് എടുക്കാം എന്ന് കരുതി ഇരുന്നതാണ്. അത് പ്രതീക്ഷിച്ചത് പോലെ വന്നില്ല. രണ്ടും കല്പിച്ചു അങ്ങ് എടുത്തു. Fully satisfied🥰,Positive,,,
Poco X3 ഒരു കിടുക്കാച്ചി ഫോൺ,Positive,,,
"Ir blaster ഉയിർ, mi ഉയിർ ❤❤❤😌😌",Positive,,,
ഈ phone വേറെ ഒന്നും വേണ്ട😘😘😘,Positive,,,
Poco വേറെ level phone,Positive,,,
പണ്ട് Nokia ഇറക്കിയ പോലെ verity ആയിട്ടുണ്ട്.. കിടുക്കി,Positive,,,
പൊളി 🔥🔥🔥 ഇപ്പൊ ഉപയോഗിക്കുന്ന m2 pro കളഞ്ഞിട്ട് ഇത് വാങ്ങിയാലോ എന്ന് തോന്നുന്നു,Positive,,,
ഇതു പോലെ കൊറേ ആഗ്രഹിച്ചു വാകിച്ചതാ എന്റെ ps4 ഇപ്പഴും ചെക്കൻ പുലിയ,Positive,,,
ഓരോ ഒരു രാജാവ് ps4,Positive,,,
Sony. ഇത് വേറെ ലെവൽ അണലോ item 😍,Positive,,,
Ps5 കിടു സാധനം,Positive,,,
Item വേറെ level alleee🔥🔥🔥🔥,Positive,,,
മൂന്നു വർഷമായി യൂസ് ചെയുന്നു nokia 6.1 plus oru ഫോൺ ഇത്രയും കാലം മാറ്റാണ്ടു യൂസ് ചെയുവാണെങ്കിൽ അതു അത്രയും പൊളി ആയതുകൊണ്ടാണ് nokia ♥️♥️,Positive,,,
Nokia ഒരു കില്ലാടി തന്നെ,Positive,,,
നോക്കിയ 5.4 വാങ്ങാൻ തിരുമാനിച്ചു: കാരണം എനിക്ക് ഇതിൻ്റെ നെറ്റീൻ്റെ സ്പീഡ് വളരെ ഇഷ്ടപ്പെടു:,Positive,,,
iPhoneനുംതിന്റ കൂടെ ഇപ്പോഴും Nokia ഉപയോഗിക്കുന്നു Battery pack up nokia കഴിഞ്ഞേ ഉള്ളൂ,Positive,,,
Nokia യിൽ മികച്ചത് എന്ന് പറയാൻ അതിന്റെ ക്യാമറ തന്നെ,Positive,,,
ഏതായാലും samsung phone വെല്ലാൻ തുറമുഖത്ത് ആരുമില്ല,Positive,,,
ഞാൻ ഇപ്പോഴും നോക്കിയ ആണ് ഉപയോഗിക്കുന്നത്. Nokia 7 Plus 🔥🔥🔥🔥🔥,Positive,,,
നല്ല design നൽകിയിട്ടുണ്ട്...... ഹായ് നല്ല മണം 😂😂😂🤣,Positive,,,
NOKIA ഒരു വിഗാരം ആണ്.POWER FULL,Positive,,,
Nokia എപ്പോഴും ഒരു വികാരമാണ് 😍,Positive,,,
Nokia യുടെ പഴയ ക്യാമറ ക്വാളിറ്റി ഇവിടെയും നിലനിർത്തിയിരിക്കുന്നു കൂടുതൽ colour contrast നൽകി പിക്ചർ ബോർ ആകുന്നില്ല,Positive,,,
ഞെട്ടിച്ചു കളഞ്ഞു Nokia 💥💥,Positive,,,
"കൊള്ളാം, സ്‌നാപ്ഡ്രാഗൺ പ്രോസസർ ആണ്... ഹീറ്റ് ഇല്ല.. ലാഗ് ഇല്ല",Positive,,,
ഏട്ടാ എന്റെതും redmi 9 power phone ആണ് റെഡ്മി വേറെ ലെവൽ ആണ്,Positive,,,
"ഫോൺ പോളിയാണ് ബ്രോ,നല്ല battery backup und,pinne use cheyyumbo heating onnulla,but charge cheyyumbo heating und,korach കഴിയുമ്പോ heating കുറയുന്നുണ്ട്,pinne weight illa.. മൊത്തത്തിൽ പോളി..",Positive,,,
"ഇന്നലെ ഇ ഫോൺ വാങ്ങി നിങ്ങൾ പറഞ്ഞിരുന്ന : ആപ്പുകളുടെ ധാരാളിത്തം അതിൽ ഇല്ല, വളരെ ബേസിക് അപ്പകൾ മാത്രമേ ഉള്ളു , very good perfomance",Positive,,,
"ചേട്ടന്റെ review കണ്ട് ഈ ഫോൺ എടുത്തു..👌 As you said , adipoli ഫോൺ ആണ്🔥.6000 mah , sterio speakers ,quad cam ,full hd+ display💥 . Power vannooo💪😎",Positive,,,
"മൂന്നര വർഷമായ് Oppo A 83 ഉപയോഗിക്കുന്നു, No prblm",Positive,,,
ജയരാജ്‌ ചേട്ടന്റെ review കണ്ടു എടുത്ത ഫോൺ ആണ് infinix hot 10...super phone👍👍,Positive,,,
നിങ്ങളുടെ video കണ്ടിട്ട് ഞാന്‍ വായിച്ചു അടിപൊളി ഫോൺ S20,Positive,,,
"ഫോൺ ഇഷ്ടമായി, പിന്നെ AKG യുടെ ഹെഡ്സെറ്റും.",Positive,,,
സാംസങ് ഗ്യാലക്സി.❤👍👍❤❤❤❤.S 5 use ചെയ്യുന്ന ഞാൻ,Positive,,,
"പോളി ആണ്. അറിയാമല്ലോ, ക്യാമറയാണ് മെയിൻ സംഭവം. 100x സൂമിൽ അത്യാവശ്യം നല്ല ക്വാളിറ്റി കിട്ടുനുണ്ട്. പ്രോ യിലും ഓട്ടോ ഫൊക്കസിലും വീഡിയോയും ഫോട്ടോയും എടുക്കാം. സിംഗിൾ ടേക്ക് എന്ന ഓപ്‌ഷൻ ഇൻസ്റ്റഗ്രാം പ്രേമികൾക്ക് വളരെ ഉപകാരപ്പെടുന്ന ഒന്നാണ്. പെർഫോമൻസ് അന്യയമാണ്.",Positive,,,
Samsung നല്ല ഫോണാണ് എനിക്കും ഈ ഫോൺ വാങ്ങണം,Positive,,,
Phone ഇഷ്ട്ടം ആയി ഹുവായി പി40 സീരീസ് വരുന്നുണ്ട് അത് കൂടെ നോക്കിട്ട് എങ്ങനെ ഉണ്ട് തീരുമാനിക്കാം,Positive,,,
ഞാൻ വാങ്ങിച്ചു s20 ultra 5g .ഫ്രാൻസിൽ നിന്ന് ഇന്നലെ വാങ്ങി. സംഭവം അടിപൊളിയാണേ 🤗,Positive,,,
Kidu phone. നല്ല unboxing + review.,Positive,,,
Kollam poli saanam.. മൈ..%#$,Positive,,,
"Nokia yude over pricing നല്ലതാണ്.ഇത് Nokia yude brand value ane Samsung and Apple te branding pole .പിന്നെ അതിൽ ഉപയോഗിച്ച Zeiss optics it is a jerman technology , security updation, android one,world fastast 5G no1 brand, future ചിന്തിച്ച് smart phone എടുക്കുന്നവർക്ക് Nokia ane best",Positive,,,
Nokia 7.2 അടിപൊളി ആണ്,Positive,,,
Apple ഉയിർ,Positive,,,
